dateuploaded,description,id,originalformat,taken,title,url,views
1546018158,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",45778487834,jpg,2018-12-27 16:04:38,_MG_5526,https://www.flickr.com/photos/culturanegra/45778487834,891
1546018157,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",44685141730,jpg,2018-12-27 15:50:57,_MG_5483,https://www.flickr.com/photos/culturanegra/44685141730,667
1546018156,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",44685142140,jpg,2018-12-27 15:47:27,_MG_5467,https://www.flickr.com/photos/culturanegra/44685142140,616
1546018155,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",44685142390,jpg,2018-12-27 15:45:14,_MG_5453,https://www.flickr.com/photos/culturanegra/44685142390,606
1546018153,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501988831,jpg,2018-12-27 16:13:26,_MG_5575,https://www.flickr.com/photos/culturanegra/46501988831,564
1546018152,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501989191,jpg,2018-12-27 16:10:54,_MG_5564,https://www.flickr.com/photos/culturanegra/46501989191,560
1546018151,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501989581,jpg,2018-12-27 16:10:15,_MG_5561,https://www.flickr.com/photos/culturanegra/46501989581,507
1546018150,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501989861,jpg,2018-12-27 16:09:33,_MG_5555,https://www.flickr.com/photos/culturanegra/46501989861,503
1546018149,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501990381,jpg,2018-12-27 16:08:59,_MG_5551,https://www.flickr.com/photos/culturanegra/46501990381,488
1546018148,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501990741,jpg,2018-12-27 16:08:56,_MG_5550,https://www.flickr.com/photos/culturanegra/46501990741,474
1546018147,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",46501991101,jpg,2018-12-27 16:08:31,_MG_5547,https://www.flickr.com/photos/culturanegra/46501991101,469
1546018147,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",32629181518,jpg,2018-12-27 16:07:59,_MG_5539,https://www.flickr.com/photos/culturanegra/32629181518,463
1546018146,"Comunidades Quilombolas de goiás , recebem certificação na Fundação Cultural Palmares ",32629181928,jpg,2018-12-27 16:05:00,_MG_5529,https://www.flickr.com/photos/culturanegra/32629181928,444
1545224296,,46380556881,jpg,2018-12-19 10:48:23,editada 4,https://www.flickr.com/photos/culturanegra/46380556881,455
1545224295,,46380557611,jpg,2018-12-19 10:47:05,editada 3,https://www.flickr.com/photos/culturanegra/46380557611,436
1545224294,,46380557801,jpg,2018-12-19 10:45:51,editada 2,https://www.flickr.com/photos/culturanegra/46380557801,421
1545224294,,44563632040,jpg,2018-12-19 10:44:02,Editada,https://www.flickr.com/photos/culturanegra/44563632040,419
1545224293,,44563632120,jpg,2018-12-19 10:53:00,editada 10,https://www.flickr.com/photos/culturanegra/44563632120,413
1545224292,,44563632230,jpg,2018-12-19 10:51:19,editada 9,https://www.flickr.com/photos/culturanegra/44563632230,409
1545224291,,44563632340,jpg,2018-12-19 10:50:36,editada 7,https://www.flickr.com/photos/culturanegra/44563632340,400
1545224290,,44563632400,jpg,2018-12-19 10:49:22,editada 6,https://www.flickr.com/photos/culturanegra/44563632400,394
1545224289,,44563632520,jpg,2018-12-19 10:48:51,editada 5,https://www.flickr.com/photos/culturanegra/44563632520,686
1544209013,                               ,46220021241,jpg,2018-12-06 12:42:00,IMG_7060,https://www.flickr.com/photos/culturanegra/46220021241,400
1544209013,                               ,45307205925,jpg,2018-12-06 10:43:09,IMG_7058,https://www.flickr.com/photos/culturanegra/45307205925,381
1544209012,                               ,45307206235,jpg,2018-12-06 10:42:43,IMG_7056,https://www.flickr.com/photos/culturanegra/45307206235,381
1544209011,                               ,46220023461,jpg,2018-12-06 10:42:14,IMG_7055,https://www.flickr.com/photos/culturanegra/46220023461,374
1544209011,                               ,45307206595,jpg,2018-12-06 10:38:11,IMG_7053,https://www.flickr.com/photos/culturanegra/45307206595,361
1544209010,                               ,45307207225,jpg,2018-12-06 10:37:42,IMG_7050,https://www.flickr.com/photos/culturanegra/45307207225,352
1544209010,                               ,45307207015,jpg,2018-12-06 10:20:09,IMG_7046,https://www.flickr.com/photos/culturanegra/45307207015,348
1544209010,                               ,44402921080,jpg,2018-12-06 09:57:22,IMG_7041,https://www.flickr.com/photos/culturanegra/44402921080,343
1544209009,                               ,46220024301,jpg,2018-12-06 09:56:43,IMG_7039,https://www.flickr.com/photos/culturanegra/46220024301,342
1544209009,                               ,45307207515,jpg,2018-12-06 09:56:29,IMG_7037,https://www.flickr.com/photos/culturanegra/45307207515,339
1544209009,                               ,44402921310,jpg,2018-12-06 12:44:38,IMG_7069,https://www.flickr.com/photos/culturanegra/44402921310,331
1544209008,                               ,45307207945,jpg,2018-12-06 12:43:25,IMG_7065,https://www.flickr.com/photos/culturanegra/45307207945,332
1544205245,,45306464175,jpg,2018-12-06 13:47:09,IMG_4782,https://www.flickr.com/photos/culturanegra/45306464175,334
1544205244,,45495467294,jpg,2018-12-06 13:47:07,IMG_4781,https://www.flickr.com/photos/culturanegra/45495467294,329
1544205243,,45495467344,jpg,2018-12-06 13:47:00,IMG_4780,https://www.flickr.com/photos/culturanegra/45495467344,324
1544205243,,44402233770,jpg,2018-12-06 13:46:53,IMG_4779,https://www.flickr.com/photos/culturanegra/44402233770,322
1544205242,,45495467494,jpg,2018-12-06 13:46:52,IMG_4778,https://www.flickr.com/photos/culturanegra/45495467494,314
1544205242,,44402233910,jpg,2018-12-06 13:46:51,IMG_4777,https://www.flickr.com/photos/culturanegra/44402233910,308
1544205241,,45495467614,jpg,2018-12-06 13:46:47,IMG_4776,https://www.flickr.com/photos/culturanegra/45495467614,297
1544205241,,44402234020,jpg,2018-12-06 13:46:41,IMG_4775,https://www.flickr.com/photos/culturanegra/44402234020,296
1544205240,,44402234050,jpg,2018-12-06 13:46:37,IMG_4774,https://www.flickr.com/photos/culturanegra/44402234050,294
1544205239,,45495467824,jpg,2018-12-06 13:46:34,IMG_4773,https://www.flickr.com/photos/culturanegra/45495467824,289
1544205238,,45495468064,jpg,2018-12-06 13:46:32,IMG_4772,https://www.flickr.com/photos/culturanegra/45495468064,282
1544205238,,44402234290,jpg,2018-12-06 13:46:31,IMG_4771,https://www.flickr.com/photos/culturanegra/44402234290,282
1544205237,,45495468214,jpg,2018-12-06 13:46:26,IMG_4770,https://www.flickr.com/photos/culturanegra/45495468214,278
1544205237,,44402234380,jpg,2018-12-06 13:46:25,IMG_4769,https://www.flickr.com/photos/culturanegra/44402234380,278
1544205236,,44402234420,jpg,2018-12-06 13:46:23,IMG_4768,https://www.flickr.com/photos/culturanegra/44402234420,274
1544205236,,32347157068,jpg,2018-12-06 13:46:20,IMG_4767,https://www.flickr.com/photos/culturanegra/32347157068,270
1544205235,,44402234500,jpg,2018-12-06 13:46:17,IMG_4766,https://www.flickr.com/photos/culturanegra/44402234500,261
1544205234,,45306467915,jpg,2018-12-06 13:46:15,IMG_4765,https://www.flickr.com/photos/culturanegra/45306467915,253
1544205234,,44402234620,jpg,2018-12-06 13:46:10,IMG_4764,https://www.flickr.com/photos/culturanegra/44402234620,246
1544205233,,45306468145,jpg,2018-12-06 13:46:09,IMG_4763,https://www.flickr.com/photos/culturanegra/45306468145,243
1544205233,,44402234650,jpg,2018-12-06 13:46:08,IMG_4762,https://www.flickr.com/photos/culturanegra/44402234650,239
1544205233,,32347157178,jpg,2018-12-06 13:46:07,IMG_4761,https://www.flickr.com/photos/culturanegra/32347157178,238
1544205232,,45306468285,jpg,2018-12-06 13:46:03,IMG_4760,https://www.flickr.com/photos/culturanegra/45306468285,234
1544205232,,32347157238,jpg,2018-12-06 13:46:02,IMG_4759,https://www.flickr.com/photos/culturanegra/32347157238,229
1544205231,,45306468425,jpg,2018-12-06 13:46:00,IMG_4758,https://www.flickr.com/photos/culturanegra/45306468425,228
1544205231,,32347157308,jpg,2018-12-06 13:45:53,IMG_4757,https://www.flickr.com/photos/culturanegra/32347157308,231
1544205230,,44402235000,jpg,2018-12-06 13:45:49,IMG_4756,https://www.flickr.com/photos/culturanegra/44402235000,222
1544205230,,32347157438,jpg,2018-12-06 13:45:47,IMG_4755,https://www.flickr.com/photos/culturanegra/32347157438,221
1544205229,,32347157658,jpg,2018-12-06 13:45:46,IMG_4754,https://www.flickr.com/photos/culturanegra/32347157658,216
1544205228,,45306464635,jpg,2018-12-06 13:45:44,IMG_4753,https://www.flickr.com/photos/culturanegra/45306464635,217
1544205228,,32347157498,jpg,2018-12-06 13:45:42,IMG_4752,https://www.flickr.com/photos/culturanegra/32347157498,213
1544205227,,44402235170,jpg,2018-12-06 13:45:40,IMG_4750,https://www.flickr.com/photos/culturanegra/44402235170,213
1544205227,,32347157598,jpg,2018-12-06 13:45:38,IMG_4749,https://www.flickr.com/photos/culturanegra/32347157598,208
1544205226,,32347157668,jpg,2018-12-06 13:45:32,IMG_4748,https://www.flickr.com/photos/culturanegra/32347157668,206
1544205225,,32347157728,jpg,2018-12-06 13:45:28,IMG_4747,https://www.flickr.com/photos/culturanegra/32347157728,203
1544205224,,32347157768,jpg,2018-12-06 13:45:21,IMG_4746,https://www.flickr.com/photos/culturanegra/32347157768,204
1544205223,,32347157818,jpg,2018-12-06 13:45:03,IMG_4745,https://www.flickr.com/photos/culturanegra/32347157818,205
1544205222,,32347157878,jpg,2018-12-06 13:45:02,IMG_4744,https://www.flickr.com/photos/culturanegra/32347157878,207
1544205221,,45495469884,jpg,2018-12-06 13:44:52,IMG_4743,https://www.flickr.com/photos/culturanegra/45495469884,200
1544205221,,32347157968,jpg,2018-12-06 13:44:48,IMG_4742,https://www.flickr.com/photos/culturanegra/32347157968,200
1544205220,,45495469994,jpg,2018-12-06 13:44:42,IMG_4741,https://www.flickr.com/photos/culturanegra/45495469994,197
1544205219,,46168758172,jpg,2018-12-06 13:44:34,IMG_4740,https://www.flickr.com/photos/culturanegra/46168758172,198
1544205219,,45495470124,jpg,2018-12-06 13:44:32,IMG_4739,https://www.flickr.com/photos/culturanegra/45495470124,195
1544205219,,32347158128,jpg,2018-12-06 13:44:31,IMG_4738,https://www.flickr.com/photos/culturanegra/32347158128,195
1544205218,,44402235760,jpg,2018-12-06 13:44:14,IMG_4737,https://www.flickr.com/photos/culturanegra/44402235760,193
1544205217,,46168758332,jpg,2018-12-06 13:44:13,IMG_4736,https://www.flickr.com/photos/culturanegra/46168758332,194
1544205217,,44402235890,jpg,2018-12-06 13:44:11,IMG_4735,https://www.flickr.com/photos/culturanegra/44402235890,198
1544205216,,44402236020,jpg,2018-12-06 13:44:10,IMG_4734,https://www.flickr.com/photos/culturanegra/44402236020,195
1544205215,,46168758602,jpg,2018-12-06 13:43:58,IMG_4733,https://www.flickr.com/photos/culturanegra/46168758602,193
1544205215,,44402236150,jpg,2018-12-06 13:43:57,IMG_4732,https://www.flickr.com/photos/culturanegra/44402236150,194
1544205214,,46168758732,jpg,2018-12-06 13:39:13,IMG_4731,https://www.flickr.com/photos/culturanegra/46168758732,196
1544205213,,46168758852,jpg,2018-12-06 13:39:10,IMG_4730,https://www.flickr.com/photos/culturanegra/46168758852,198
1544205213,,45495466584,jpg,2018-12-06 13:39:03,IMG_4729,https://www.flickr.com/photos/culturanegra/45495466584,193
1544205213,,44402236390,jpg,2018-12-06 13:38:34,IMG_4728,https://www.flickr.com/photos/culturanegra/44402236390,192
